image,A,B,C,D
ISIC_0014753.jpg,0.23,18.34,0.2,0.7
ISIC_0010444.jpg,0.25,3.46,0.19,0.64
ISIC_0014572.jpg,0.18,1.74,0.16,0.63
ISIC_0009970.jpg,0.17,1.22,0.19,0.66
ISIC_0015102.jpg,0.1,16.89,0.15,0.74
ISIC_0009939.jpg,0.33,3.31,0.17,0.72
ISIC_0011117.jpg,0.13,1.18,0.08,0.72
ISIC_0000040.jpg,0.23,1.24,0.19,0.64
ISIC_0001275.jpg,0.21,1.31,0.15,0.74
ISIC_0000081.jpg,0.26,4.18,0.12,0.7
ISIC_0015189.jpg,0.15,1.85,0.21,0.62
ISIC_0012281.jpg,0.22,3.96,0.12,0.67
ISIC_0002780.jpg,0.11,1.2,0.12,0.66
ISIC_0013898.jpg,0.15,1.75,0.16,0.71
ISIC_0015243.jpg,0.2,1.89,0.26,0.79
ISIC_0014628.jpg,0.31,2.75,0.09,0.77
ISIC_0010374.jpg,0.18,2.32,0.19,0.71
ISIC_0016042.jpg,0.57,18.67,0.11,0.58
ISIC_0013896.jpg,0.16,1.93,0.17,0.76
ISIC_0002975.jpg,0.12,2.15,0.16,0.61
ISIC_0010055.jpg,0.2,1.31,0.19,0.64
ISIC_0008236.jpg,0.14,2.08,0.08,0.74
ISIC_0000489.jpg,0.35,4.75,0.17,0.73
ISIC_0014171.jpg,0.16,1.5,0.15,0.76
ISIC_0012877.jpg,0.12,1.21,0.07,0.61
ISIC_0012381.jpg,0.17,1.3,0.13,0.71
ISIC_0012442.jpg,0.09,1.67,0.19,0.63
ISIC_0012384.jpg,0.11,1.71,0.12,0.68
ISIC_0014337.jpg,0.33,2.44,0.09,0.71
ISIC_0012708.jpg,0.28,9.17,0.18,0.67
ISIC_0013086.jpg,0.08,1.64,0.2,0.64
ISIC_0000377.jpg,0.26,9.64,0.3,0.62
ISIC_0013208.jpg,0.22,1.85,0.06,0.59
ISIC_0015582.jpg,0.14,19.13,0.4,0.69
ISIC_0015331.jpg,0.32,100.45,0.35,0.63
ISIC_0014925.jpg,0.18,1.65,0.23,0.71
ISIC_0013429.jpg,0.12,1.85,0.13,0.58
ISIC_0000458.jpg,0.17,1.26,0.2,0.7
ISIC_0015482.jpg,0.25,54.12,0.21,0.62
ISIC_0009972.jpg,0.12,1.2,0.26,0.66
ISIC_0013365.jpg,0.08,1.63,0.08,0.61
ISIC_0013473.jpg,0.36,1.21,0.14,0.8
ISIC_0009877.jpg,0.15,3.42,0.21,0.66
ISIC_0014961.jpg,0.29,39.97,0.21,0.67
ISIC_0013808.jpg,0.16,9.17,0.18,0.69
ISIC_0014910.jpg,0.2,55,0.27,0.67
ISIC_0014535.jpg,0.12,1.56,0.05,0.66
ISIC_0010364.jpg,0.16,2.99,0.19,0.74
ISIC_0009915.jpg,0.07,1.2,0.23,0.68
ISIC_0010044.jpg,0.07,1.13,0.2,0.62
ISIC_0013192.jpg,0.19,1.58,0.19,0.63
ISIC_0012661.jpg,0.07,1.21,0.11,0.69
ISIC_0015310.jpg,0.21,56.04,0.27,0.66
ISIC_0014908.jpg,0.24,1.29,0.41,0.69
ISIC_0010498.jpg,0.07,1.14,0.35,0.62
ISIC_0011329.jpg,0.09,1.3,0.27,0.79
ISIC_0000218.jpg,0.1,1.26,0.4,0.71
ISIC_0003346.jpg,0.16,7.08,0.1,0.69
ISIC_0000368.jpg,0.1,1.29,0.27,0.68
ISIC_0000220.jpg,0.17,1.38,0.4,0.66
ISIC_0014169.jpg,0.11,1.19,0.1,0.6
ISIC_0000047.jpg,0.2,2.18,0.36,0.68
ISIC_0015051.jpg,0.44,71.95,0.28,0.64
ISIC_0012207.jpg,0.1,1.17,0.1,0.6
ISIC_0000209.jpg,0.15,1.25,0.29,0.66
ISIC_0000247.jpg,0.12,1.16,0.15,0.63
ISIC_0012191.jpg,0.08,1.23,0.2,0.7
ISIC_0010458.jpg,0.15,2.66,0.09,0.67
ISIC_0012670.jpg,0.21,5.62,0.07,0.58
ISIC_0015952.jpg,0.42,15.05,0.15,0.61
ISIC_0013321.jpg,0.44,1.26,0.25,0.77
ISIC_0014454.jpg,0.1,1.2,0.07,0.71
ISIC_0013417.jpg,0.11,1.52,0.15,0.69
ISIC_0000410.jpg,0.61,6.05,0.16,0.69
ISIC_0000103.jpg,0.12,1.27,0.34,0.65
ISIC_0013196.jpg,0.1,1.17,0.19,0.65
ISIC_0016036.jpg,0.16,1.22,0.07,0.69
ISIC_0011398.jpg,0.16,1.2,0.29,0.69
ISIC_0006711.jpg,0.07,1.17,0.29,0.68
ISIC_0000004.jpg,0.13,1.2,0.27,0.67
ISIC_0012147.jpg,0.35,26.68,0.16,0.58
ISIC_0000281.jpg,0.1,1.32,0.29,0.66
ISIC_0012118.jpg,0.15,1.72,0.19,0.67
ISIC_0012966.jpg,0.17,2.78,0.12,0.69
ISIC_0011353.jpg,0.13,2.55,0.21,0.68
ISIC_0012469.jpg,0.23,1.31,0.06,0.58
ISIC_0012434.jpg,0.08,1.59,0.16,0.69
ISIC_0000157.jpg,0.13,1.3,0.31,0.6
ISIC_0000463.jpg,0.1,1.2,0.31,0.67
ISIC_0011156.jpg,0.17,1.31,0.29,0.76
ISIC_0014554.jpg,0.22,1.77,0.06,0.66
ISIC_0001102.jpg,0.23,2.96,0.26,0.69
ISIC_0000301.jpg,0.28,1.26,0.17,0.8
ISIC_0014093.jpg,0.19,1.73,0.18,0.65
ISIC_0014270.jpg,0.1,1.17,0.08,0.66
ISIC_0012356.jpg,0.79,56.02,0.07,0.85
ISIC_0014815.jpg,0.25,47.79,0.29,0.68
ISIC_0000299.jpg,0.09,1.19,0.23,0.71
ISIC_0014581.jpg,0.17,1.39,0.17,0.78
ISIC_0012905.jpg,0.08,1.63,0.24,0.73
ISIC_0013708.jpg,0.53,1.32,0.11,0.86
ISIC_0013304.jpg,0.09,1.14,0.06,0.63
ISIC_0013341.jpg,0.17,1.18,0.22,0.63
ISIC_0000324.jpg,0.13,1.18,0.21,0.61
ISIC_0010475.jpg,0.26,4.06,0.12,0.66
ISIC_0014947.jpg,0.15,11.31,0.23,0.64
ISIC_0011155.jpg,0.18,1.33,0.2,0.69
ISIC_0000529.jpg,0.22,3.1,0.21,0.73
ISIC_0011129.jpg,0.19,3.01,0.14,0.69
ISIC_0000278.jpg,0.18,1.19,0.13,0.7
ISIC_0015991.jpg,0.2,22.03,0.26,0.76
ISIC_0001184.jpg,0.16,1.18,0.06,0.67
ISIC_0001152.jpg,0.33,1.89,0.27,0.85
ISIC_0014500.jpg,0.12,1.15,0.06,0.63
ISIC_0000487.jpg,0.29,1.28,0.15,0.66
ISIC_0001427.jpg,0.17,2.78,0.09,0.62
ISIC_0012448.jpg,0.12,1.25,0.09,0.7
ISIC_0000448.jpg,0.13,1.35,0.23,0.67
ISIC_0011082.jpg,0.32,2.77,0.28,0.71
ISIC_0007241.jpg,0.11,1.18,0.21,0.7
ISIC_0014661.jpg,0.07,1.68,0.19,0.69
ISIC_0012210.jpg,0.27,2.42,0.05,0.66
ISIC_0000364.jpg,0.16,1.48,0.24,0.65
ISIC_0010441.jpg,0.09,1.14,0.15,0.65
ISIC_0000177.jpg,0.16,1.24,0.27,0.69
ISIC_0014783.jpg,0.13,2.02,0.19,0.73
ISIC_0014637.jpg,0.19,1.22,0.21,0.62
ISIC_0001267.jpg,0.27,4.76,0.16,0.66
ISIC_0013489.jpg,0.17,1.82,0.18,0.67
ISIC_0014963.jpg,0.12,23.73,0.22,0.79
ISIC_0013554.jpg,0.18,1.56,0.14,0.68
ISIC_0013549.jpg,0.1,1.21,0.21,0.67
ISIC_0000071.jpg,0.18,1.76,0.11,0.7
ISIC_0010005.jpg,0.14,1.43,0.29,0.83
ISIC_0013911.jpg,0.29,9.63,0.1,0.59
ISIC_0000169.jpg,0.32,1.66,0.22,0.62
ISIC_0013501.jpg,0.15,1.24,0.15,0.68
ISIC_0015158.jpg,0.29,1.65,0.29,0.62
ISIC_0010347.jpg,0.22,1.46,0.21,0.72
ISIC_0011127.jpg,0.28,4.2,0.32,0.65
ISIC_0012151.jpg,0.19,1.81,0.15,0.7
ISIC_0005247.jpg,0.24,1.29,0.12,0.69
ISIC_0000268.jpg,0.07,1.25,0.14,0.78
ISIC_0013121.jpg,0.18,1.9,0.17,0.63
ISIC_0000001.jpg,0.15,2.66,0.22,0.62
ISIC_0015132.jpg,0.13,1.2,0.34,0.68
ISIC_0012705.jpg,0.65,9.67,0.2,0.61
ISIC_0000535.jpg,0.19,2.78,0.25,0.68
ISIC_0012333.jpg,0.33,1.94,0.2,0.68
ISIC_0000477.jpg,0.15,1.18,0.15,0.68
ISIC_0008600.jpg,0.14,2.34,0.14,0.74
ISIC_0012548.jpg,0.06,1.14,0.18,0.6
ISIC_0012335.jpg,0.2,1.76,0.16,0.67
ISIC_0010174.jpg,0.22,1.21,0.22,0.61
ISIC_0012989.jpg,0.15,1.17,0.27,0.69
ISIC_0012965.jpg,0.14,1.68,0.33,0.62
ISIC_0000372.jpg,0.19,1.22,0.25,0.7
ISIC_0000003.jpg,0.23,2.04,0.27,0.61
ISIC_0014806.jpg,0.12,1.89,0.27,0.67
ISIC_0000264.jpg,0.18,1.34,0.26,0.69
ISIC_0013493.jpg,0.43,18.11,0.13,0.67
ISIC_0013987.jpg,0.09,1.16,0.11,0.61
ISIC_0000407.jpg,0.17,1.58,0.13,0.7
ISIC_0012232.jpg,0.25,1.66,0.16,0.72
ISIC_0012950.jpg,0.1,1.62,0.14,0.66
ISIC_0012737.jpg,0.13,1.59,0.13,0.66
ISIC_0000396.jpg,0.14,1.16,0.2,0.65
ISIC_0014583.jpg,0.1,4.92,0.15,0.64
ISIC_0010022.jpg,0.11,1.37,0.3,0.82
ISIC_0010439.jpg,0.25,1.77,0.26,0.65
ISIC_0000201.jpg,0.11,1.23,0.35,0.66
ISIC_0013997.jpg,0.17,1.72,0.12,0.65
ISIC_0013663.jpg,0.42,2.78,0.09,0.69
ISIC_0012526.jpg,0.13,1.74,0.1,0.65
ISIC_0015298.jpg,0.11,16.46,0.41,0.65
ISIC_0000133.jpg,0.14,1.17,0.21,0.64
ISIC_0000474.jpg,0.21,6.68,0.24,0.72
ISIC_0014076.jpg,0.17,1.89,0.11,0.72
ISIC_0015208.jpg,0.19,17.33,0.31,0.63
ISIC_0014395.jpg,0.25,1.94,0.08,0.63
ISIC_0014855.jpg,0.27,2.19,0.23,0.73
ISIC_0009932.jpg,0.32,3.27,0.26,0.79
ISIC_0011296.jpg,0.37,4.62,0.14,0.66
ISIC_0000365.jpg,0.09,1.18,0.28,0.57
ISIC_0014317.jpg,0.17,1.81,0.16,0.69
ISIC_0000316.jpg,0.1,1.23,0.21,0.73
ISIC_0013816.jpg,0.08,1.27,0.12,0.66
ISIC_0014966.jpg,0.27,97.08,0.31,0.71
ISIC_0001247.jpg,0.09,1.25,0.14,0.67
ISIC_0000548.jpg,0.35,3.58,0.12,0.66
ISIC_0014825.jpg,0.11,1.82,0.29,0.67
ISIC_0009998.jpg,0.08,1.15,0.42,0.6
ISIC_0000170.jpg,0.26,1.37,0.37,0.74
ISIC_0009945.jpg,0.2,1.21,0.16,0.67
ISIC_0013172.jpg,0.12,1.85,0.21,0.74
ISIC_0000509.jpg,0.16,3.53,0.15,0.74
ISIC_0000007.jpg,0.1,1.68,0.21,0.67
ISIC_0000214.jpg,0.42,1.87,0.4,0.77
ISIC_0015150.jpg,0.32,58.81,0.31,0.7
ISIC_0016050.jpg,0.21,6.36,0.21,0.66
ISIC_0014099.jpg,0.37,18.78,0.12,0.69
ISIC_0000236.jpg,0.11,2.18,0.31,0.69
ISIC_0009925.jpg,0.16,1.19,0.24,0.66
ISIC_0001163.jpg,0.2,2.4,0.09,0.6
ISIC_0013639.jpg,0.22,1.81,0.21,0.63
ISIC_0014511.jpg,0.15,1.26,0.15,0.74
ISIC_0011104.jpg,0.11,1.27,0.26,0.73
ISIC_0012660.jpg,0.2,2,0.2,0.7
ISIC_0010576.jpg,0.32,5.53,0.24,0.76
ISIC_0013494.jpg,0.12,1.85,0.11,0.71
ISIC_0003056.jpg,0.15,1.31,0.22,0.69
ISIC_0010357.jpg,0.17,1.2,0.23,0.63
ISIC_0006612.jpg,0.09,1.17,0.13,0.64
ISIC_0000476.jpg,0.31,7.2,0.27,0.89
ISIC_0015964.jpg,0.06,1.15,0.26,0.65
ISIC_0015330.jpg,0.21,36.72,0.3,0.61
ISIC_0013670.jpg,0.19,3.88,0.22,0.67
ISIC_0014190.jpg,0.96,29.17,0.07,0.7
ISIC_0012844.jpg,0.25,1.98,0.18,0.7
ISIC_0010034.jpg,0.19,2.59,0.21,0.63
ISIC_0000466.jpg,0.2,5.23,0.23,0.79
ISIC_0015357.jpg,0.11,1.16,0.29,0.62
ISIC_0000096.jpg,0.15,1.26,0.2,0.65
ISIC_0013457.jpg,0.07,1.13,0.16,0.64
ISIC_0015233.jpg,0.21,1.26,0.33,0.68
ISIC_0014829.jpg,0.23,1.84,0.22,0.68
ISIC_0000545.jpg,0.11,1.24,0.26,0.76
ISIC_0012233.jpg,0.1,1.52,0.09,0.66
ISIC_0012672.jpg,0.15,1.8,0.16,0.75
ISIC_0000366.jpg,0.2,6.13,0.29,0.62
ISIC_0010567.jpg,0.19,3.75,0.26,0.65
ISIC_0013248.jpg,0.13,1.65,0.24,0.6
ISIC_0013397.jpg,0.1,1.16,0.17,0.62
ISIC_0015944.jpg,0.3,16.43,0.13,0.61
ISIC_0014726.jpg,0.24,1.57,0.22,0.72
ISIC_0012674.jpg,0.16,1.94,0.13,0.69
ISIC_0014745.jpg,0.24,1.8,0.31,0.67
ISIC_0013045.jpg,0.28,7.23,0.17,0.7
ISIC_0013527.jpg,0.21,1.38,0.18,0.73
ISIC_0000352.jpg,0.14,1.2,0.25,0.67
ISIC_0010074.jpg,0.23,1.26,0.21,0.67
ISIC_0014273.jpg,0.23,1.95,0.06,0.61
ISIC_0015035.jpg,0.25,8.96,0.34,0.69
ISIC_0000222.jpg,0.15,2.93,0.27,0.67
ISIC_0009953.jpg,0.2,1.34,0.3,0.74
ISIC_0000340.jpg,0.15,1.22,0.27,0.66
ISIC_0000107.jpg,0.29,4.09,0.28,0.68
ISIC_0000242.jpg,0.22,4.04,0.24,0.75
ISIC_0000176.jpg,0.15,4.11,0.24,0.69
ISIC_0009533.jpg,0.25,4.89,0.11,0.71
ISIC_0011220.jpg,0.34,4.89,0.23,0.59
ISIC_0014635.jpg,0.18,1.4,0.09,0.73
ISIC_0010028.jpg,0.15,2.2,0.2,0.64
ISIC_0009955.jpg,0.36,1.39,0.23,0.64
ISIC_0009899.jpg,0.13,1.26,0.09,0.7
ISIC_0014928.jpg,0.15,32.28,0.28,0.68
ISIC_0001100.jpg,0.25,1.36,0.32,0.69
ISIC_0012351.jpg,0.35,1.81,0.18,0.6
ISIC_0010336.jpg,0.23,1.31,0.28,0.63
ISIC_0012814.jpg,0.21,1.8,0.1,0.73
ISIC_0000231.jpg,0.09,2.67,0.24,0.69
ISIC_0000034.jpg,0.14,3.36,0.21,0.71
ISIC_0011090.jpg,0.04,1.2,0.14,0.7
ISIC_0010483.jpg,0.36,4.11,0.26,0.66
ISIC_0012704.jpg,0.12,1.66,0.07,0.62
ISIC_0014434.jpg,0.13,1.19,0.07,0.66
ISIC_0014677.jpg,0.13,1.21,0.21,0.66
ISIC_0000532.jpg,0.2,2.69,0.33,0.75
ISIC_0000326.jpg,0.28,1.42,0.26,0.64
ISIC_0009909.jpg,0.09,1.21,0.19,0.66
ISIC_0010598.jpg,0.14,1.99,0.21,0.61
ISIC_0014028.jpg,0.15,1.74,0.22,0.75
ISIC_0014108.jpg,0.35,1.46,0.13,0.67
ISIC_0015411.jpg,0.11,15.16,0.33,0.61
ISIC_0000035.jpg,0.11,2.43,0.17,0.66
ISIC_0013226.jpg,0.28,16.06,0.09,0.72
ISIC_0014739.jpg,0.21,2.26,0.37,0.67
ISIC_0000129.jpg,0.14,3.92,0.25,0.69
ISIC_0012806.jpg,0.12,1.15,0.07,0.66
ISIC_0013012.jpg,0.4,1.93,0.13,0.66
ISIC_0014746.jpg,0.1,15.26,0.25,0.7
ISIC_0013807.jpg,0.13,1.57,0.12,0.67
ISIC_0000018.jpg,0.16,3.4,0.18,0.7
ISIC_0015244.jpg,0.24,55.82,0.21,0.73
ISIC_0012883.jpg,0.1,1.62,0.14,0.65
ISIC_0013500.jpg,0.19,1.83,0.14,0.72
ISIC_0012260.jpg,0.15,1.75,0.14,0.65
ISIC_0010009.jpg,0.27,2.17,0.23,0.68
ISIC_0012517.jpg,0.14,1.21,0.08,0.64
ISIC_0011292.jpg,0.31,3.49,0.33,0.68
ISIC_0014911.jpg,0.06,1.17,0.37,0.64
ISIC_0000255.jpg,0.11,2.26,0.18,0.7
ISIC_0000327.jpg,0.13,1.23,0.29,0.66
ISIC_0012681.jpg,0.13,1.63,0.32,0.69
ISIC_0000261.jpg,0.1,1.5,0.18,0.61
ISIC_0010850.jpg,0.09,1.16,0.19,0.64
ISIC_0014788.jpg,0.33,9.91,0.27,0.7
ISIC_0012702.jpg,0.14,1.18,0.14,0.65
ISIC_0015945.jpg,0.23,7.55,0.16,0.74
ISIC_0012450.jpg,0.14,1.76,0.12,0.77
ISIC_0010367.jpg,0.13,1.17,0.27,0.63
ISIC_0013775.jpg,0.09,1.66,0.18,0.64
ISIC_0015953.jpg,0.22,1.32,0.17,0.67
ISIC_0010003.jpg,0.2,1.79,0.29,0.69
ISIC_0016045.jpg,0.15,5.89,0.19,0.66
ISIC_0011084.jpg,0.2,1.25,0.14,0.66
ISIC_0012224.jpg,0.06,1.19,0.09,0.62
ISIC_0014869.jpg,0.18,2.09,0.27,0.62
ISIC_0014366.jpg,0.32,2.24,0.13,0.72
ISIC_0009928.jpg,0.16,1.18,0.22,0.68
ISIC_0014129.jpg,0.06,1.13,0.09,0.6
ISIC_0014547.jpg,0.11,1.17,0.09,0.69
ISIC_0012406.jpg,0.16,1.8,0.11,0.62
ISIC_0009884.jpg,0.23,2.11,0.24,0.61
ISIC_0010581.jpg,0.35,3.7,0.14,0.69
ISIC_0015082.jpg,0.28,1.98,0.22,0.76
ISIC_0010032.jpg,0.26,3.51,0.22,0.72
ISIC_0001118.jpg,0.22,1.41,0.29,0.8
ISIC_0011294.jpg,0.39,4.43,0.25,0.73
ISIC_0012148.jpg,0.23,2.28,0.18,0.72
ISIC_0000163.jpg,0.3,1.39,0.46,0.7
ISIC_0012739.jpg,0.17,1.53,0.19,0.65
ISIC_0013831.jpg,0.17,1.73,0.22,0.74
ISIC_0010571.jpg,0.12,2.33,0.23,0.62
ISIC_0001449.jpg,0.27,2.77,0.17,0.65
ISIC_0013867.jpg,0.14,1.18,0.07,0.7
ISIC_0000427.jpg,0.27,2.75,0.32,0.61
ISIC_0009891.jpg,0.16,2.23,0.16,0.77
ISIC_0001119.jpg,0.16,1.39,0.27,0.78
ISIC_0010860.jpg,0.15,2.23,0.23,0.68
ISIC_0009910.jpg,0.13,1.52,0.36,0.84
ISIC_0011124.jpg,0.29,2.66,0.19,0.66
ISIC_0011159.jpg,0.12,1.23,0.25,0.78
ISIC_0010339.jpg,0.32,2.91,0.3,0.72
ISIC_0011176.jpg,0.19,2.93,0.33,0.59
ISIC_0014601.jpg,0.14,1.21,0.17,0.7
ISIC_0010066.jpg,0.18,2.85,0.24,0.69
ISIC_0015468.jpg,0.35,56.37,0.28,0.62
ISIC_0012549.jpg,0.26,1.79,0.16,0.67
ISIC_0012134.jpg,0.34,1.22,0.09,0.79
ISIC_0013437.jpg,0.16,1.88,0.08,0.66
ISIC_0000234.jpg,0.09,1.16,0.29,0.64
ISIC_0013588.jpg,0.18,1.26,0.14,0.66
ISIC_0011363.jpg,0.08,1.23,0.3,0.74
ISIC_0012257.jpg,0.25,2.03,0.14,0.61
ISIC_0013680.jpg,0.07,1.17,0.05,0.66
ISIC_0000024.jpg,0.11,1.19,0.1,0.56
ISIC_0013065.jpg,0.23,4.87,0.16,0.69
ISIC_0013561.jpg,0.15,1.24,0.12,0.7
ISIC_0010322.jpg,0.35,1.35,0.16,0.7
ISIC_0014883.jpg,0.28,16.23,0.4,0.78
ISIC_0011107.jpg,0.16,1.23,0.29,0.69
ISIC_0010173.jpg,0.09,1.19,0.17,0.66
ISIC_0014975.jpg,0.12,1.53,0.19,0.71
ISIC_0012852.jpg,0.08,1.14,0.07,0.61
ISIC_0000246.jpg,0.23,3.55,0.14,0.65
ISIC_0000102.jpg,0.14,1.22,0.17,0.64
ISIC_0013737.jpg,0.13,1.63,0.14,0.66
ISIC_0013326.jpg,0.14,1.17,0.12,0.65
ISIC_0015224.jpg,0.26,1.24,0.25,0.77
ISIC_0015568.jpg,0.15,1.23,0.37,0.68
ISIC_0000426.jpg,0.24,1.51,0.39,0.85
ISIC_0000181.jpg,0.11,1.18,0.3,0.68
ISIC_0013233.jpg,0.4,4.08,0.17,0.68
ISIC_0015046.jpg,0.41,29.46,0.26,0.65
ISIC_0000397.jpg,0.41,1.54,0.19,0.6
ISIC_0011170.jpg,0.17,1.41,0.32,0.75
ISIC_0000156.jpg,0.22,1.47,0.3,0.77
ISIC_0013696.jpg,0.09,1.14,0.26,0.64
ISIC_0015983.jpg,0.72,32.45,0.09,0.77
ISIC_0009298.jpg,0.09,1.18,0.16,0.65
ISIC_0000306.jpg,0.2,6.07,0.14,0.62
ISIC_0000297.jpg,0.08,1.14,0.3,0.61
ISIC_0010496.jpg,0.3,3.6,0.16,0.65
ISIC_0010606.jpg,0.15,2.37,0.3,0.71
ISIC_0008626.jpg,0.19,12.38,0.14,0.71
ISIC_0012789.jpg,0.31,8.62,0.1,0.68
ISIC_0000423.jpg,0.11,2.31,0.21,0.66
ISIC_0001186.jpg,0.21,1.59,0.12,0.63
ISIC_0014430.jpg,0.16,1.88,0.18,0.64
ISIC_0014951.jpg,0.36,1.87,0.26,0.67
ISIC_0013767.jpg,0.07,1.22,0.12,0.67
ISIC_0016051.jpg,0.1,5.17,0.18,0.64
ISIC_0010249.jpg,0.08,1.26,0.22,0.72
ISIC_0011219.jpg,0.12,2.28,0.31,0.69
ISIC_0014365.jpg,0.12,1.81,0.12,0.72
ISIC_0000060.jpg,0.08,1.12,0.31,0.65
ISIC_0011169.jpg,0.14,1.32,0.33,0.72
ISIC_0010257.jpg,0.07,1.19,0.16,0.66
ISIC_0007141.jpg,0.06,1.17,0.2,0.65
ISIC_0014891.jpg,0.12,1.92,0.33,0.72
ISIC_0014419.jpg,0.12,1.26,0.07,0.69
ISIC_0008029.jpg,0.15,1.21,0.2,0.66
ISIC_0000360.jpg,0.1,1.18,0.19,0.61
ISIC_0010247.jpg,0.4,4.26,0.25,0.65
ISIC_0013104.jpg,0.17,2.16,0.15,0.71
ISIC_0001306.jpg,0.11,1.17,0.08,0.63
ISIC_0014685.jpg,0.14,1.63,0.33,0.7
ISIC_0013499.jpg,0.19,1.91,0.14,0.64
ISIC_0000134.jpg,0.14,1.31,0.28,0.73
ISIC_0010477.jpg,0.36,1.31,0.17,0.75
ISIC_0013797.jpg,0.26,1.92,0.18,0.59
ISIC_0011130.jpg,0.38,4.4,0.12,0.71
ISIC_0012665.jpg,0.12,1.74,0.15,0.7
ISIC_0012539.jpg,0.13,1.66,0.1,0.66
ISIC_0000418.jpg,0.2,1.64,0.21,0.76
ISIC_0010222.jpg,0.19,1.26,0.21,0.82
ISIC_0013618.jpg,0.3,28.35,0.08,0.72
ISIC_0015003.jpg,0.35,1.45,0.35,0.73
ISIC_0000391.jpg,0.08,1.15,0.13,0.62
ISIC_0013330.jpg,0.26,1.82,0.17,0.6
ISIC_0012445.jpg,0.28,4.07,0.17,0.64
ISIC_0000249.jpg,0.16,2.13,0.13,0.69
ISIC_0015987.jpg,0.3,26.86,0.14,0.71
ISIC_0013553.jpg,0.23,1.83,0.15,0.64
ISIC_0012758.jpg,0.16,2.85,0.36,0.68
ISIC_0015641.jpg,0.13,6.54,0.17,0.63
ISIC_0008347.jpg,0.1,1.35,0.05,0.74
ISIC_0012246.jpg,0.09,1.62,0.11,0.62
ISIC_0009919.jpg,0.2,1.4,0.29,0.7
ISIC_0009881.jpg,0.22,2.3,0.23,0.63
ISIC_0012143.jpg,0.27,1.99,0.12,0.6
ISIC_0013634.jpg,0.08,1.16,0.13,0.64
ISIC_0000552.jpg,0.19,2.49,0.28,0.63
ISIC_0014987.jpg,0.23,2.15,0.22,0.57
ISIC_0012259.jpg,0.29,1.94,0.12,0.65
ISIC_0013217.jpg,0.24,3.57,0.18,0.63
ISIC_0014749.jpg,0.19,19.41,0.27,0.68
ISIC_0013360.jpg,0.09,1.16,0.07,0.63
ISIC_0010566.jpg,0.14,1.19,0.26,0.64
ISIC_0000054.jpg,0.21,3.02,0.2,0.62
ISIC_0014502.jpg,0.26,1.95,0.09,0.62
ISIC_0001423.jpg,0.15,1.21,0.09,0.65
ISIC_0012342.jpg,0.31,1.4,0.09,0.64
ISIC_0013580.jpg,0.17,1.57,0.11,0.65
ISIC_0014664.jpg,0.08,1.16,0.23,0.64
ISIC_0015544.jpg,0.2,21.04,0.21,0.81
ISIC_0007475.jpg,0.08,1.26,0.11,0.72
ISIC_0012135.jpg,0.16,4.31,0.16,0.65
ISIC_0010202.jpg,0.23,1.75,0.19,0.72
ISIC_0012518.jpg,0.11,1.37,0.06,0.74
ISIC_0012511.jpg,0.17,1.7,0.2,0.75
ISIC_0010474.jpg,0.16,2.45,0.26,0.72
ISIC_0013432.jpg,0.21,1.68,0.2,0.71
ISIC_0012671.jpg,0.27,7.35,0.16,0.67
ISIC_0000543.jpg,0.11,1.87,0.17,0.62
ISIC_0010255.jpg,0.2,1.41,0.24,0.64
ISIC_0000199.jpg,0.08,2.55,0.29,0.64
ISIC_0000263.jpg,0.22,2.17,0.48,0.64
ISIC_0016027.jpg,0.31,13.11,0.1,0.67
ISIC_0013488.jpg,0.14,1.15,0.19,0.61
ISIC_0015167.jpg,0.19,69.05,0.32,0.61
ISIC_0000046.jpg,0.2,3.21,0.15,0.7
ISIC_0012722.jpg,0.22,8.73,0.16,0.62
ISIC_0012332.jpg,0.12,1.64,0.19,0.64
ISIC_0011157.jpg,0.17,2.11,0.27,0.62
ISIC_0006815.jpg,0.29,8.81,0.07,0.58
ISIC_0010057.jpg,0.09,1.2,0.13,0.59
ISIC_0016058.jpg,0.18,1.27,0.09,0.7
ISIC_0013428.jpg,0.24,1.97,0.09,0.68
ISIC_0015176.jpg,0.21,1.17,0.31,0.66
ISIC_0015965.jpg,0.21,7.23,0.22,0.7
ISIC_0000556.jpg,0.2,3.6,0.18,0.7
ISIC_0013684.jpg,0.2,1.18,0.1,0.65
ISIC_0000460.jpg,0.15,3.5,0.2,0.73
ISIC_0015163.jpg,0.16,1.29,0.35,0.75
ISIC_0012261.jpg,0.11,1.2,0.06,0.68
ISIC_0014844.jpg,0.2,34.35,0.26,0.68
ISIC_0016065.jpg,0.28,16,0.15,0.63
ISIC_0005620.jpg,0.18,1.19,0.17,0.66
ISIC_0014992.jpg,0.09,16.89,0.23,0.65
ISIC_0012329.jpg,0.1,1.24,0.09,0.66
ISIC_0013804.jpg,0.16,1.61,0.15,0.67
ISIC_0016072.jpg,0.15,1.17,0.07,0.63
ISIC_0013213.jpg,0.18,1.87,0.1,0.62
ISIC_0000370.jpg,0.14,1.15,0.32,0.67
ISIC_0014284.jpg,0.26,12.2,0.15,0.63
ISIC_0013166.jpg,0.15,1.85,0.22,0.63
ISIC_0015078.jpg,0.17,1.22,0.24,0.68
ISIC_0011338.jpg,0.24,1.28,0.14,0.71
ISIC_0013839.jpg,0.14,1.58,0.17,0.71
ISIC_0008294.jpg,0.25,1.3,0.08,0.72
